90.3,103.9,-13.6,54.5,1.64,13.2,22.7,65.4,41.5,10.7,40.6,44.3,103.0,31.,113.0,108.9,4.1,54.8,1.35,14.2,40.0,72.9,55.6,14.8,47.6,54.3,102.79,53.,1
120.0,120.2,-0.2,62.2,1.47,19.3,27.3,59.6,45.5,18.1,64.2,66.3,104.5,50.,106.7,107.7,-1.0,50.0,1.77,14.5,27.4,78.0,52.1,10.9,48.6,52.8,106.87,53.,0
107.7,106.7,1.0,39.6,1.19,12.8,22.0,72.6,47.9,13.7,55.0,56.0,106.87,46.,100.9,110.1,-9.2,54.5,1.71,17.1,13.7,77.8,43.8,12.7,52.1,54.5,109.5,44.,1
88.6,105.3,-16.7,57.9,0.92,14.7,25.0,74.5,47.6,21.1,45.5,49.4,114.0,37.,120.2,120.0,0.2,51.0,2.08,16.4,40.4,72.7,54.5,11.5,51.0,54.5,104.5,49.,0
108.9,113.0,-4.1,69.8,1.58,19.0,27.1,60.0,44.4,17.0,51.5,55.1,102.79,46.,103.8,96.2,7.7,48.6,0.85,13.2,18.2,74.1,50.0,19.2,53.3,59.7,104.0,56.,0
94.1,99.0,-5.0,46.9,0.94,11.7,23.2,79.6,50.9,15.8,44.6,49.2,101.0,47.,96.2,103.8,-7.7,70.3,1.53,17.9,25.9,81.8,50.0,16.3,45.7,49.5,104.0,43.,0
104.9,98.0,6.8,70.6,1.2,17.3,26.0,68.6,47.5,19.4,53.1,58.1,102.5,57.,112.7,88.0,24.8,63.3,2.21,20.1,26.0,71.2,50.5,12.7,55.6,58.5,109.0,71.,1
88.0,112.7,-24.8,50.0,0.63,12.0,28.8,74.0,49.5,25.0,44.8,48.3,109.0,28.,98.0,104.9,-6.8,36.1,0.65,9.9,31.4,74.0,52.5,19.6,45.4,51.5,102.5,43.,0
105.2,115.5,-10.3,54.1,1.33,15.3,28.0,74.4,49.5,15.5,51.2,54.1,97.0,42.,99.0,94.1,5.0,37.5,1.36,11.8,20.4,76.8,49.1,10.9,47.8,50.6,101.0,52.,1
107.3,101.8,5.5,67.4,2.82,20.8,15.5,78.1,48.4,10.1,54.5,54.7,109.0,54.,105.3,88.6,16.7,45.0,0.86,12.5,25.5,75.0,52.4,18.4,51.2,58.7,114.0,62.,0
109.85,113.1,-3.25,60.25,1.435,17.05,26.5,73.35,50.349999999999994,16.05,53.35,58.55,100.0,48.1,103.9,90.3,13.6,64.9,1.41,16.6,34.6,77.3,58.5,16.5,47.6,53.1,103.0,68.,0
119.4,104.2,15.2,61.4,2.08,19.7,27.3,74.5,52.6,13.3,57.6,61.4,97.0,60.,94.0,85.0,9.0,64.9,1.85,18.0,16.7,77.6,48.2,13.0,48.3,49.8,100.0,54.,1
100.45,106.9,-6.449999999999999,49.6,1.18,14.700000000000001,18.85,75.05,45.599999999999994,18.299999999999997,54.75,56.45,109.25,44.09999999999999,98.5,102.9,-4.449999999999999,52.25,1.87,13.6,29.0,75.7,48.25,10.1,42.55,46.3,103.75,42.,0
112.0,108.1,3.85,48.0,1.685,14.75,32.7,70.85,50.95,12.35,50.25,53.8,105.25,50.59999999999999,107.45,107.80000000000001,-0.30000000000000027,57.15,1.155,15.45,27.0,68.80000000000001,50.3,18.450000000000003,53.3,58.15,103.64500000000001,49.,0
85.0,94.0,-9.0,60.6,1.25,15.0,22.4,83.3,51.8,16.0,42.6,44.9,100.0,45.,106.8,115.5,-8.7,63.4,1.73,18.3,26.0,72.5,46.7,14.6,50.6,55.2,103.0,43.,1
101.8,107.3,-5.5,75.8,1.79,16.9,21.9,84.5,51.6,12.8,45.6,51.8,109.0,45.,110.2,115.65,-5.4,68.25,1.86,19.55,28.1,66.8,47.65,15.25,52.55,55.25,103.39500000000001,46.9,1
110.1,100.9,9.2,52.4,1.05,15.6,22.2,86.3,56.3,19.3,54.8,60.7,109.5,55.,94.30000000000001,93.15,1.1,62.05,1.4649999999999999,16.5,25.9,82.25,51.35,15.3,45.8,48.65,104.0,49.,1
94.75,96.55,-1.7000000000000002,51.5,1.095,13.7,19.7,73.85,48.8,17.55,47.45,52.45,98.25,48.4,96.85,115.0,-18.2,47.95,0.815,12.25,27.15,77.5,50.0,20.5,47.95,52.45,107.0,34.8,1
88.3,95.7,-7.45,44.65,0.84,11.399999999999999,20.25,76.85,49.099999999999994,17.1,43.7,47.55,102.5,45.7,113.0,133.0,-20.1,69.2,2.08,17.3,34.4,81.8,51.1,12.0,47.0,54.4,107.0,40.,1
92.4,104.55,-12.1,59.7,1.125,15.5,28.0,74.75,50.1,19.05,46.15,49.5,110.0,42.8,105.7,103.35,2.35,48.2,1.0,13.75,24.85,74.3,50.25,18.799999999999997,56.35,58.4,107.935,51.,1
111.05,103.85,7.2,49.85,1.47,14.799999999999999,22.299999999999997,72.5,49.55,14.899999999999999,54.599999999999994,59.3,104.0,54.,107.65,105.30000000000001,2.4,43.05,1.045,13.45,25.2,74.25,51.0,17.5,53.0,57.95,103.75,50.7,0
110.45,100.55000000000001,9.9,59.9,1.7650000000000001,17.05,30.05,78.1,54.1,13.45,51.2,55.3,106.435,59.,106.35,95.5,10.8,58.35,1.345,16.0,24.85,82.25,53.95,16.6,52.35,57.400000000000006,112.47,58.1,1
102.1,103.0,-0.9500000000000002,55.0,1.3450000000000002,14.9,28.55,77.7,50.5,15.05,47.7,51.650000000000006,96.25,48.,106.7,117.2,-10.5,66.25,1.385,18.75,24.55,63.45,44.7,18.5,57.7,59.099999999999994,105.25,42.65000000000000,1
98.33333333333333,109.83333333333333,-11.5,49.199999999999996,0.9966666666666667,13.433333333333335,25.666666666666668,73.60000000000001,48.833333333333336,20.133333333333336,50.53333333333333,53.96666666666667,106.66666666666667,41.4999999999999,101.06666666666666,106.03333333333335,-4.966666666666668,52.699999999999996,1.5233333333333334,14.1,29.766666666666666,73.0,48.73333333333333,12.966666666666667,45.0,48.833333333333336,105.5,42.30000000000000,1
107.5,110.86666666666667,-3.366666666666667,56.43333333333334,1.2466666666666666,16.266666666666666,23.866666666666664,72.03333333333335,48.79999999999999,17.8,55.300000000000004,59.166666666666664,103.0,47.0666666666666,103.4,113.3,-9.899999999999999,61.2,1.54,17.85,25.0,69.95,45.75,15.899999999999999,50.6,54.3,101.0,42.,1
105.60000000000001,98.26666666666667,7.333333333333333,61.79999999999999,1.1466666666666667,16.599999999999998,25.566666666666666,71.23333333333333,52.1,19.833333333333332,54.03333333333333,58.79999999999999,104.43,57.,96.0,93.0,3.0,53.900000000000006,1.675,14.45,24.5,77.15,49.1,11.45,43.099999999999994,47.3,100.75,49.,1
110.2,101.1,9.1,56.3,1.65,18.1,25.3,71.1,51.3,15.450000000000001,57.05,59.099999999999994,99.25,58.15000000000000,105.15,96.55,8.6,68.15,1.385,18.05,32.6,79.35,56.4,18.25,51.650000000000006,55.75,106.0,61.59999999999999,0
107.65,109.05,-1.4,69.3,1.605,17.25,25.35,78.85,51.75,14.950000000000001,49.150000000000006,55.3,110.0,49.,97.7,93.56666666666666,4.099999999999999,47.93333333333334,0.8933333333333332,13.466666666666669,21.599999999999998,74.66666666666666,50.56666666666666,19.166666666666668,51.13333333333333,54.5,102.66666666666667,52.16666666666666,1
104.85,104.6,0.2999999999999998,60.550000000000004,2.02,17.8,13.0,76.94999999999999,46.45,12.35,53.6,56.150000000000006,109.97,50.4,98.05,97.0,1.0499999999999998,59.05,1.23,15.9,27.5,79.65,53.5,17.6,49.75,52.099999999999994,99.5,51.,1
110.40000000000002,114.93333333333334,-4.5,65.06666666666666,1.7700000000000002,19.0,27.666666666666668,68.26666666666667,47.800000000000004,15.266666666666666,53.36666666666667,56.0,105.93,46.80000000000000,101.15,124.75,-23.65,62.95,1.605,14.75,32.05,78.75,48.8,13.3,41.15,48.95,105.0,37.,0
117.05,112.05000000000001,5.0,55.2,2.1350000000000002,17.2,32.65,77.44999999999999,55.65,14.15,52.849999999999994,57.2,104.5,52.9,109.46666666666665,106.93333333333334,2.566666666666667,38.333333333333336,0.9666666666666667,12.299999999999999,24.2,72.76666666666667,50.666666666666664,16.666666666666668,54.300000000000004,59.13333333333333,105.0,50.,1
112.46666666666665,101.76666666666667,10.733333333333334,70.39999999999999,1.8666666666666665,19.566666666666666,26.733333333333334,73.89999999999999,51.93333333333334,14.966666666666669,53.23333333333333,58.800000000000004,103.46999999999998,59.,101.60000000000001,91.93333333333332,9.766666666666667,55.53333333333333,1.1733333333333336,16.166666666666668,20.333333333333332,76.16666666666667,51.26666666666667,18.833333333333332,54.26666666666667,57.56666666666666,98.16666666666667,56.,0
92.13333333333333,115.10000000000001,-23.033333333333335,49.73333333333333,0.84,12.5,24.5,77.8,47.93333333333334,19.8,45.76666666666667,50.23333333333333,104.0,32.3666666666666,102.45,99.45,2.9499999999999997,64.44999999999999,1.35,16.0,25.5,71.8,47.85,16.2,48.0,54.1,99.705,53.,0
105.83333333333333,101.2,4.6000000000000005,58.73333333333333,1.26,16.566666666666666,26.2,77.26666666666667,52.63333333333333,18.433333333333334,54.300000000000004,58.1,109.48,54.,105.86666666666667,100.43333333333334,5.433333333333334,58.833333333333336,1.4666666666666668,17.433333333333334,26.3,70.86666666666667,50.699999999999996,16.900000000000002,54.1,56.9,101.5,55.,1
104.5,100.36666666666667,4.1000000000000005,60.56666666666666,1.4266666666666667,15.233333333333334,32.333333333333336,70.1,50.6,15.1,45.93333333333333,51.76666666666667,97.30333333333333,52.9666666666666,110.76666666666667,106.93333333333334,3.8333333333333335,57.56666666666666,1.7299999999999998,15.699999999999998,24.933333333333334,74.26666666666667,49.699999999999996,13.633333333333333,51.833333333333336,57.23333333333333,105.16666666666667,53.2666666666666,0
107.26666666666667,102.0,5.233333333333333,57.06666666666666,1.61,16.833333333333332,28.266666666666666,75.2,50.666666666666664,14.6,51.333333333333336,54.6,98.0,53.0666666666666,99.76666666666665,107.60000000000001,-7.766666666666666,61.800000000000004,1.6666666666666667,17.133333333333336,25.8,72.96666666666667,48.93333333333334,16.133333333333336,49.199999999999996,52.6,108.65333333333332,46.1333333333333,1
100.60000000000001,105.63333333333333,-5.033333333333333,53.43333333333334,1.3466666666666667,15.266666666666666,25.46666666666667,79.5,51.70000000000001,15.5,50.166666666666664,52.46666666666667,101.5,47.19999999999999,101.6,107.15,-5.575,52.725,1.6175,14.375,27.625,67.875,46.075,12.35,45.65,49.625,102.875,43.82499999999999,1
94.43333333333334,95.0,-0.5666666666666664,57.5,1.5766666666666669,15.066666666666668,21.7,77.7,48.166666666666664,12.766666666666666,43.699999999999996,47.86666666666667,102.0,48.,101.375,108.17500000000001,-6.775,49.400000000000006,1.0274999999999999,13.4,31.125,74.9,52.099999999999994,19.575,49.575,52.975,103.75,44.02500000000000,1
